,app_name,bundle,description,genres,os_platform,lang_code,description_keyword_list,keyword-1,keyword-2,keyword-3,keyword-4,keyword-5,keyword-6,keyword-7,keyword-8,keyword-9,keyword-10
386,Lock screen pattern photo,com.kunkun.patternphoto,"lock screen pattern
lock screen photo
very beautiful and interesting
Lock screen pattern with photo in button
Fast, simple, smooth and very beautiful
Main features:
- Easy to customize your lock screen
- Create pattern for lock screen
- Set lock pattern with your favorite photos, images from gallery
- Create a separate image for each lock button, set your photos into buttons
- Set custom background, theme, wallpaper for your lockscreen
- Set pattern photo/avatar with your own photo (your lover, your baby, friends, etc…)
- Have mutilple beautiful wallpapers
- You can choose wallpaper from gallery
- Secure with pattern, unlimited length pattern
- Change image in each button, very interesting
- Less memory and battery usage. It is quick and smart
- Very easy to use
- Support your languages
- Support almost phones and tablet devices
- Don't error Home button",['TOOLS'],ANDROID,en,"['pattern', 'lock', 'photo', 'button', 'screen', 'set', 'wallpaper', 'image', 'beautiful', 'interesting']",pattern,lock,photo,button,screen,set,wallpaper,image,beautiful,interesting
387,Mahjong World Adventure - The Treasure Trails,com.dg.puzzlebrothers.mahjong.world.adventure.treasure,"Ready for the most epic treasure hunt ever? Go on an adventure around the world and explore the famous treasure trails – an exciting route full of rare artifacts – as you play over 80 levels of mahjong. With more levels added every week, the fun never stops
Hunt for treasures hidden throughout the worlds, unlock amazing HD artwork and meet lots of interesting characters as you play mahjong and travel the world on the treasure trails
★ Fun, Relaxing & Casual Mahjong
Our mahjong games are perfect for players of all skill levels Each puzzle is fun, relaxing and always solvable – no need to worry about making a wrong move and creating an impossible situation. Just sit back, relax and enjoy the game.
Remember, if you need a hand, just tap on the hint button
★ Hunt & Craft Rare Treasures
On your treasure hunt around the world, you’ll have the chance to collect crafting tiles as you play mahjong. Collect all the crafting tiles for an item and you’ll unlock that piece of rare treasure Keep the treasure or sell it for thousands and thousands of gold coins
When you complete a mahjong solitaire puzzle, you have the chance to open between 1 and 3 mystery treasure chest, giving you the chance to find even more cool stuff to keep or sell
---------------------------------------------------------------------
MAHJONG TREASURE TRAILS - HIGHLIGHTS
---------------------------------------------------------------------
⦁ Classic mahjong solitaire rules with a knights & dragons twist
⦁ Easy to understand gameplay suitable for all ages
⦁ Helpful hints are always available when you need them
⦁ Match tiles on an epic journey with over 80 levels
⦁ More maps, features & levels added every month
⦁ Normal and expert modes for the skilled mahjong solitaire player
⦁ Bonus levels with various ways to play
⦁ Collect Treasure Trails artwork, save & use as a HD background
⦁ Complete dark dungeon levels in each map to earn HUGE rewards
⦁ Free daily rewards & coins for active players
⦁ Each level uses its own uniquely themed tile sets
⦁ Replay each level as many times as you like to earn more coins
⦁ Earn coins to unlock more exciting mahjong boards
⦁ Play offline – no wifi needed
--------------------------------------------------------------------
YOUR TREASURE HUNT ADVENTURE…
--------------------------------------------------------------------
Land 1 – Ancient Mystery
Exploring old ruins, you find an ancient treasure map. Still in tact, it’s written in a strange language you don’t understand.
Land 2 – Eastern Adventure
Adventure to lands far, far away and locate the mysterious man who is rumoured to understand the language of the treasure map.
Land 3 – Treasures of the World
With a translation of the map, you embark on your treasure trails adventure around the world, finding amazing items and meeting fun people along the way
Land 4 – Paradise Island
X marks the spot, right? Can you find the chest of gold buried beneath Paradise Island?
More Lands Coming Soon…
We’re constantly adding exciting new maps each month, so keep checking back for more mahjong fun
START YOUR TREASURE HUNT TODAY– DOWNLOAD MAHJONG WORLD ADVENTURE",['GAME_BOARD'],ANDROID,en,"['treasure', 'mahjong', 'trail', 'hunt', 'land', 'map', 'level', 'adventure', 'tile', 'rare']",treasure,mahjong,trail,hunt,land,map,level,adventure,tile,rare
388,Interpreter : Instant Voice & Text Translator,in.hexalab.interpreter,"Traveling abroad? Worried about local language? Voice translator Instant will speaks for you And speak out loud So, You can call as itranslator.
Forget about language barriers when traveling abroad, voice translation became so easy You use this app for text to text translation & speech to speech with Speech to text & Text to speech.
Features with Application :
✓ Free of cost translation
✓ Voice dictation Feature
✓ Translate between multiple languages Spanish to English, English to Arabic, Arabic to English, Hindi to English
✓ Translate any sentence, Conversation or phrase into whichever of the 80+ destination languages
✓ Smooth & Accurate Voice translation
✓ Text-to-speech, Speech-to-Text & Voice-to-text functionality
✓ Translate between more than 80+ World wide national languages
✓ Share your text via Twitter/Facebook/Messenger/Google+/SMS/e-mail etc
✓ Listen to the translations multiple times(talking translator)
✓ Translate words and phrases with correct & Smooth accuracy.
✓ Takes only small space on your device
✓ Your can clear your entire voice translation text with a single click
✓ Text To Speech, Text to Text Translation support
✓ Neat & Clear graphics and interface
Translate it Voice translator allows you to instantly speak and translate by double clicking the power button of your device. Translate it allows you to choose from any 89 supported languages and double click the power button from anywhere (Yes, anywhere) and speak. It’s the pocket voice translator you have been waiting for. It doesn't matter if you travel or just want to learn a language,
voice translations have never been easier and quicker. You just need to tap on mic button and start speaking it will show your words on screen.
This is by far the simplest and the fastest voice translation app. Just download and enjoy. it will make your life abroad easy and fun. Additionally, it includes a conversation mode for managing full conversations with ease.
Supported languages (voice recognition and text to speech): Arabic, Cantonese, Catalan, Chinese (Mandarin), Czech, Danish, Dutch, English, Finnish, French, German, Greek, Hebrew, Hungarian, Indian, Indonesian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Romanian, Russian, Slovakian, Spanish, Swedish, Thai, Turkish etc",['PRODUCTIVITY'],ANDROID,en,"['speech', 'voice', 'translation', 'text', 'translate', 'language', 'translator', 'english', 'abroad', 'conversation']",speech,voice,translation,text,translate,language,translator,english,abroad,conversation
389,"Square Art - Photo Editor,Beauty cam Collage Maker",com.arthome.squareart,"😀
Beauty Square Art Photo Editor-Selfie Makeup Cam Collage Maker  is  a best instant photo editor to provide the square and  collagea maker and beauty camera  amazing funny makeup sickers  and  wonderful pip blur effect  and snap photo and beauty selfie camera for instagram
.
😀300+ amazing stickers for you . You can use the💋
makeup stickers
💋on your selfie photo . You can change your eyes colors instant  with  eyes stickers and change your hair colors so easy . There are  a variety of cute beauty makeup stickers just as  animal face and  Hat and  Glasses and lips .  At the same time you can add the tattoo、Abs  on your body.
😀Square Art will provide Amazing ☺️
PIP blur effect
😘 for you .  Beauty and Magic and Bottle and Postcard …. effect for you. So pretty PIP blur photo editor.
😀100+ professional filters will make your photo be more beautiful .  Add the  New York/ beauty and  winter and summer and lovely filters on your photo.
😀Square Art combine a featured-rich instant photo editor, with 300+ stickers .Just like  lips abds and  color tattoo and  B&W tattoo  and animal face and so on.  Apply the funny stickers on your photo.
😀Beauty Square Art Photo Editor-Selfie Makeover Cam Collage Maker  will make the photo be square  with
blur background and Fill and  color background
for instagram.  And you can adjust your photo add stickers for pictures.  Many funny emojis for you.
😀
Square Art Photo Editor-Selfie Cam Collage Maker
will provide many
different effects
to make your pics be more special.  With Instasquare  Art  you can edit your photos instant with filters to make your photos be popular.
😀
Square Art Photo Editor-Selfie Cam Collage Maker
will allow you to take the beauty selfie photos with selfie camera.  The real-time filters for you and you can take more than one photos  together.
❤️With instant square  Art  you can edit your photos with filters to make your photos be popular.  You can add the snap for your photos.  Add the snap and stickers together and share the snap photo for  Facebook  and instagram .  At the same time   you can make the blur background for your snap photo .
😀
Beauty Square Art Photo Editor-Selfie Makeup Cam Collage Maker
will  allow you to  combine the 1-9 photos together instant .  There are 100+ collage templates for your . You can collage your photos together and  adjust the inner outer and conner .  Be a best collage  maker  and share the collage for your friends  will give more like and followers.
😀
Snappic
function is very popular and you can add text and emoji on  your photos.
Snappic
will provide lots of emojis for you . And if you like the
Snappic
you can download the Square Art .   You can white the text and add the emojis  together. At the same time  you can  long touch to remove the snap . Get more like and get more follows with snappic.
😆With
Beauty Square Art Photo Editor-Selfie Makeup Cam Collage Maker
you can make the snappic . It is a very popular and you can add text and emoji on  your photos. Snap pic  will provide lots of emojis for you . And if you like the snappic you can download the Square Art .   You can add the text and emojis  together. At the same time  you can  long touch to remove the snap . Get more like and get more follows with snappic.
Features
:
📌~
Collage
Collage 1-9 photos together. 100+ collage templates for you .
📌~
100+ Background
:   Color background and patterns  background for you .
📌~Rotate and   Flip and crop
📌~A variety of
filters
to make your photos more wonderful.
📌~Share your beautiful photos  to  Instagram   Facebook   Twitter  and so on .
Square Art Photo Editor-Selfie Makeup Cam Collage Maker
is a   photo  editor to  make your photo be square without cropping and share the snappic and PIP  and Collage photo for your instagram.",['PHOTOGRAPHY'],ANDROID,en,"['photo', 'square', 'collage', 'snappic', 'selfie', 'art', 'beauty', 'editor', 'snap', 'cam']",photo,square,collage,snappic,selfie,art,beauty,editor,snap,cam
390,WAStickerApps Horror - Horror Sticker for Whatsapp,wastickerapps.freestickers.ghoststickerforwhatsapp,"Presenting the Amazing collection of animal stickers pack for whatsapp for your Special timepass Chat with Friends and express your feeling funny style with cretivities.
Use our special design
Horror Sticker for Whatsapp
application.this have all amazing collection of different stickers with which you can make your chatting more interesting and this application is totally free to use.
so what are you waiting for make fun into your chat try this
Horror Sticker for Whatsapp
application and make fun with your friends, relatives etc you want.
WAStickerApps Horror - Horror Sticker for Whatsapp
lets you import your favorite Horror Sticker Packs , so you can use them on WhatsApp
Sticker Packs available in
WAStickerApps Horror - Horror Sticker for Whatsapp
::
- Horror Sticker Pack for Whatsapp
- Horror Love Sticker Pack for Whatsapp
- Skeleton Sticker Pack for Whatsapp
- Horror Cartoon Sticker Pack for Whatsapp
- Halloween Sticker Pack for Whatsapp
- Horror Bird Sticker Pack for Whatsapp
- Halloween Animal Sticker Pack for Whatsapp
How to use
WAStickerApps Horror - Horror Sticker for Whatsapp
- Download and open this app
- Find the Sticker pack you like
- Tap on 'ADD TO WHATSAPP'
- Open WhatsApp and go to a chat
- Tap on the Emoji icon
- You will see a new sticker icon at the bottom and can now use this sticker pack
You can use packs of Horror, Pumpkin, Horror, Halloween, Horror Cat among others.
WAStickerApps Horror - Horror Sticker for Whatsapp
use themes that are recognized worldwide.
If you have any requirement or you miss something, do not hesitate to leave us a comment.
So Let's make some scary move , Download
WAStickerApps Horror - Horror Sticker for Whatsapp
now and share the horror stickers in your whatsapp chat.
Enjoy WAStickers with
WAStickerApps Horror - Horror Sticker for Whatsapp
.
The Telegram stickers in this app are published with permission from Telegram, obtained at stickers@telegram.org
WAStickerApps
WAStickers
Horror Stickers
Free Horror Stickers
Horror Sticker packs free",['ENTERTAINMENT'],ANDROID,en,"['horror', 'sticker', 'whatsapp', 'pack', 'wastickerapps', 'chat', 'halloween', 'telegram', 'wastickers', 'use']",horror,sticker,whatsapp,pack,wastickerapps,chat,halloween,telegram,wastickers,use
391,Bodyguard: Protect the boss,com.talkparmrp.mrrump,"In this game, you take on the role of a Secret Service bodyguard. Your task is to protect the president of America Mr. President Donald Trump at any cost .. even the cost of your own life. Be careful and act decisively, rigidly and effectively in critical situations. The safety of the life and health of the US leader depends on you. Protect Mr. President Donald Trump the person leading the country into a new era. It's a huge responsibility, don't screw it up!",['GAME_SIMULATION'],ANDROID,en,"['president', 'donald', 'trump', 'mr', 'protect', 'cost', 'bodyguard', 'decisively', 'rigidly', 'life']",president,donald,trump,mr,protect,cost,bodyguard,decisively,rigidly,life
392,"Virus Cleaner - Antivirus, Booster & Phone Clean",antivirus.anti.virus.cleaner.security.booster,"Virus Cleaner - Antivirus, Booster, Phone Clean (🏆4.7 ★ ★ ★ ★ ★)
-	High rated security & cleaner app for Android
-	Antivirus, Clean Junk Files, Keep Phone Safe
-	Virus Cleaner is a professional antivirus & security phone cleaner app
-	Junk Cleaner, Virus Cleaner, Memory Cleaner, all in Virus Cleaner
Why Choose Virus Cleaner?
Virus Cleaner is a free antivirus and security app with Virus Cleaner, Junk Cleaner, Phone Booster. Get Virus Cleaner for Android to help protect the phone away from viruses & malware attacks. Virus Cleaner has completed antivirus mechanisms that includes virus scan, virus removal, virus protection.
Virus Cleaner – Professional Antivirus Cleaner
✔Antivirus for Android - acts as a virus cleaner, automatically blocking malware and more on your phones.
✔Virus Scan - Fully scan virus files to protect mobile phone security.
✔Virus removal - Provide the malicious file scan and removal with the professional Antivirus engine.
✔Virus cleaner - acts as a virus cleaner, automatically blocking malware and more on your phones.
✔Virus protection- Real-time protection against virus intrusion with virus cleaner.
Virus Cleaner Key features:
🌟Antivirus - Virus Cleaner always gives you professional and real-time protection. Scan & clean virus to secure your phone safe.
🗑️Junk Cleaner - Virus Cleaner can find & remove junk, residual, cache, and temp files. Free up more space and improve the performance of your device.
🧹Phone Booster - One tap to boost your phone speed, free up RAM and kill background tasks. It will make your phone run faster.
🔐App Lock – Virus Cleaner also provides apps lock. With multiple lock styles to retain privacy, lock sensitive apps and snap intruders with camera permission to protect your privacy. Virus Cleaner software makes sure nobody can access your private apps.
Advanced features:
🌐Safe Browsing - Security Browser which protects browser history and privacy.
📶WIFI Security - Super Fast Cleaner can detect fake WIFI and unauthorized connections. Keep your phone safe from insecure public WIFI.
☃CPU Cooler - Detect and close apps that cause overheating. Monitor phone temperature and high resource-consuming apps constantly, effectively reduce the temperature of your device.
🧹Notification cleaner - Manage and organize notifications effectively, significantly reduce disturbance to users， creating a smooth, clean and fast mobile experience.
More cool features are coming, please stay tuned!
If you have any issues, feedback, suggestion, or just want to say hi, please feel free to let us hear from you at ""phonecleanteam@gmail.com"" so we can continue to bring you the best experiences and updates.",['TOOLS'],ANDROID,en,"['virus', 'cleaner', 'antivirus', 'phone', 'security', 'junk', 'scan', 'protection', 'malware', 'safe']",virus,cleaner,antivirus,phone,security,junk,scan,protection,malware,safe
393,Garden Blossom Paradise,nz.flower.garden.swap,"garden blossom paradise
new design of match 3 in blossom garden
Match and collect tasty flowers treats in blossom garden, the amazingly delicious puzzle adventure guaranteed to satisfy your sweet tooth! Simple and fun to play but a  challenge to master. In the each puzzle, there are many flowers in bud, bloom flowers, we need to match the saga flowers and blast it! Blast the blossom flower buds after  line them up and enjoy the very addictive splash and most interesting match-three casual puzzle game!
Happy to see you in the colorful flower shop of farmer. This flower girl has a flower shop that needs some gardening to bloom and grow colorful flowers. match colorful  flowers and reap the greatest together. An oriental blossom swap is ready to continue. Help farmer in her flower shop and feel happy and bloom!
garden blossom paradise features:
✿ Lovely cute bee with flower power
✿ 1000+ levels of flowertastic fun!
✿ Collect farm tools to advance along the flower track for special suprises!
✿ 100% blossom mania free game to play and enjoy with fall in love
✿ Epic combos to unleash colorfull explosions!
✿ Challenging gameplay to escape reality with match-3
✿ Stunning graphics and special effects!
✿ Incredible power-ups and bonuses!",['GAME_CASUAL'],ANDROID,en,"['flower', 'blossom', 'garden', 'match', 'bloom', 'shop', 'farmer', 'bud', 'colorful', 'paradise']",flower,blossom,garden,match,bloom,shop,farmer,bud,colorful,paradise
394,Summon Princess：Anime AFK SRPG,com.soco.princess,"Build your own team and establish your own super league!   Recruit princess and gather a super team to fight the monsters invading your guild! Let them help you become a king/queen in our own guild! You should not only match the strongest hero bunch, but also assist them to break through themselves!
GAME FEATURES:
【Auto-Battle】
Summon pretty girls to battle! Those girls will fight automatically without tapping any key! Collect awards at anytime and anywhere. The bunch strength will UP UP UP! Get loot even while you’re offline, abundant surprise are waiting for you!
【Abundant Roles】
6 tribes are all available!
More than 200 cute girls with specific skills!
【Line Up Strategy】
Different professions and races, every role has her own advantages and characteristics;
Summon and dispatch as your will, combine your team strategically, and match as you wish!
Passing levels, collection, tasks, PVP and underground city …
Numerous contents are waiting for you!
【Guild Scramble】
Find your missing partners and challenge the boss invading your guild!
Guard your league at anytime! The guild resource scramble requires strength!
=SUPPORT=
Email us at princesssummoners@gmail.com
Do you want to know more about Summon Princess-Anime AFK SRPG?
Follow us on Facebook to get news, updates:
Facebook : PrincessSummoners",['GAME_ROLE_PLAYING'],ANDROID,en,"['guild', 'summon', 'princesssummoners', 'scramble', 'bunch', 'abundant', 'invading', 'team', 'girl', 'league']",guild,summon,princesssummoners,scramble,bunch,abundant,invading,team,girl,league
395,Charm King,net.playq.charmking,"Once upon a time, a new game appeared to lay claim to the title of the most charming Match 3 puzzle game in the world!
Welcome to Charm King!
Play now and embark on a magical journey through a fairy tale kingdom, filled with fun, adventure, and humor. Along the way you will meet unforgettable characters and solve challenging puzzles to help everybody live happily ever after.
CHARM KING FEATURES:
• Completely FREE to play with THOUSANDS of charming levels
• ENJOY beautifully vivid HD graphics
• RELAX and de-stress with soothing game play and audio
• LAUGH OUT LOUD with hilarious fairy tale stories and cute characters
• CHALLENGE yourself to solve tricky puzzles
• PLAY and progress with friends
• WIN spectacular boosts to blast through challenges
• Always something new to unlock with DAILY and SEASONAL EVENTS!
Please note Charm King is completely free to play but some in-game items such as extra moves or lives will require payment. You can turn-off the payment feature by disabling in-app purchases in your device's settings.",['GAME_PUZZLE'],ANDROID,en,"['charm', 'king', 'fairy', 'tale', 'charming', 'puzzle', 'play', 'payment', 'solve', 'completely']",charm,king,fairy,tale,charming,puzzle,play,payment,solve,completely
396,Ganesh Mantra 108 ( Namavali ),com.urvaapps.ganeshamantra,"Lord Ganesh is the supreme powerful God of all and he is the destroyer of all obstacles.
He is omnipotent and omnipresent who bestows real knowledge.
In this kali yuga, chanting the name of the Lord ganesh is the only easy way to come out of our  sorrows and sins.
This app contains 108 namavali of Lord ganesh with free audio
Let us all get the blessings of the Lord by chanting his names.
- 108 Ganesh Name in Hindi
- 108 Ganesh Mantra in Tamil
ll JAI SHRI GANESH ll",['MUSIC_AND_AUDIO'],ANDROID,en,"['ganesh', 'lord', 'chanting', 'name', 'll', 'jai', 'sorrow', 'shri', 'omnipresent', 'omnipotent']",ganesh,lord,chanting,name,ll,jai,sorrow,shri,omnipresent,omnipotent
397,Cartoon Comic Strip Maker,com.csmart.cartooncomic.stripmaker,"Create your own funny comic storyboard or comic book and share them with friends on social media. Use cartoon comic strip maker app to create awesome comic strips, storyboards, comic book, and meme. It is extremely simple to create comics,  all you need to do is select a cartoon character, interesting background image and speech bubbles to write your story. We also provide professional cartoonist and artist made comic strip pages where you can create your own comic story by adding text only. Cartoon comic strip maker provides a very fun way to express yourself and tell a funny story. It is also great to share your comics on Facebook, Twitter and other social media channels to make your friends laugh
Choose cartoon characters from  100+ anime, manga, superhero, & other professional cartoon characters and add a background with a speech bubble to show your imagination.
Comic bookmaker is not only entertained but also educates how you can show or explain complex stories and concepts using images and dialogue. You can find cartoon characters with different emotions which will help you to express or explain your stories.
Whether you’re creating a comic strip for storyboarding, storytelling or for your friends & kids, Cartoon comic strip maker helps you to create a work of art to be proud of. Creating comics is a very fun way to express yourself and tell a funny story. It is also great to share your comics on Facebook, Twitter and other social media channels to make your friends laugh
How to create custom comic strip:
- Choose the storyboard layout.
- Choose your cartoon characters.
- Add background.
- Write text in the speech bubble.
- Share your story to all.
Best features:
* Anime, Manga, Superhero & other cartoon characters to choose from.
* Different types of speech bubble.
* Hd cartoon backgrounds.
* Save as a pdf or image.
* Professional cartoonist and artist made comic strip pages.
* Share your comic story to all.
* Anime, Manga, Superhero & other cartoon characters to choose from.
* Different types of speech bubble.
* Hd cartoon backgrounds.
* Save as a PDF or image.
* Professional cartoonist and artist made comic strip pages.
* Share your comic story to all.",['COMICS'],ANDROID,en,"['comic', 'cartoon', 'strip', 'story', 'speech', 'character', 'bubble', 'manga', 'cartoonist', 'create']",comic,cartoon,strip,story,speech,character,bubble,manga,cartoonist,create
398,Construction Simulator Heavy Truck Driver,com.ghi.constructionsimulator.heavytruckdriver,"It’s time to construct highway road by using different machines like cranes, trucks, trolley and road bulldozer as well as roller. New city road builder construction 3d simulation where you have to drive heavy machinery to transport material like sand and stones. Start the engine and steer towards destination on offroad tracks like hills and mountains. Thrilling road construction excavator free gameplay having exciting graphics and interface. Build multiple roads with the help of cranes and rollers and this highway construction city builder game is compatible for all age users like kids and adults.  Realistic and remarkable heavy machinery road build free adventure game where you have to accomplish different tasks gradually to manufacture tracks. Give your attention on construction site and fulfill responsibility to make roads and bridge in offroad mountain environment near hills and water. Use different excavator machine and also drive vehicles to reach the destination.
Come towards stages of this road builder future city construction with machines and understand the objectives of this game. Play the first level and overcome the challenges. Your attention and inspiration will make you prominent players of this big city road water drive gameplay. A bridge construction games truck simulator experience where you will enjoy multiple missions. A fully astonishing games for android and smooth control of driving will make you addictive driver of this game. Make your dreams possible in civil work during road building game. Gradually levels will become tough and hard so accomplish the mission within time and be careful on bridge crossing on water. Turn the vehicles carefully on sharp turns and manage the speed and acceleration of heavy automobile vehicles. Perform different tasks such as loading, driving, parking, excavation, smoothening in this city builder games construction 2018 adventure. Different camera angles and realistic graphics will make the users addictive to this game.
Enjoy the amazing experience of highway construction city builder game and compete with others to this latest tricky tracks road building simulation gameplay. Off road adventure excavator building driver game will check the stability and your motivation during task. Best of luck for players.
Features:
Astonishing gameplay and graphics
Realistic control and multiple animations
Thrilling climate and interface
A game of fun and entertainment",['GAME_SIMULATION'],ANDROID,en,"['road', 'construction', 'builder', 'game', 'city', 'excavator', 'bridge', 'heavy', 'highway', 'gameplay']",road,construction,builder,game,city,excavator,bridge,heavy,highway,gameplay
399,Macros - Calorie Counter & Meal Planner,com.josmantek.macros,"Macros can be used as a calorie counter and as a meal planner. Calculate your calories and register your food diary easily and simply. Eat what you want Always respecting your carbohydrate, protein and fat targets.
Main features:
-Calculate your caloric needs.
-Calculate all your macronutrients.
-Do you follow the Keto diet? Activate the calculation of net carbs.
-Choose your goal, lose weight, maintain it or gain muscle mass.
-Nutritional information of thousands of foods.
-Create your own food library, you can use our public library or create your own foods.
-Copy food between your meals easily and quickly.
-Integrated barcode reader.
-Creation of recipes
-Distribute the percentage of calories of your meals.
Additional advantages of Plus mode:
-Edit your caloric requirement and macronutrients, both in percentages and grams.
-Export your diary and your meal plans to PDF, in this way you can print or share all your meals.
-Measure your progress of intake of calories, carbohydrates, proteins and fats.
-Distribute the percentage of macronutrients of your meals.
-Look what foods have more weight of calories, macronutrients and micronutrients in your diary and meal plans.
-Full free advertising.
Personal support for all users, write us if you have any questions or suggestions. You can use the contact option within the app or write directly to support@josmantek.com
All data stored by the application is recorded anonymously and safely and in no case are shared with third parties.
Conditions: http://apps.josmantek.net/macros/terms-and-conditions.html
Privacy policy: http://apps.josmantek.net/macros/privacy-policy.html",['HEALTH_AND_FITNESS'],ANDROID,en,"['meal', 'calorie', 'food', 'macronutrients', 'josmantek', 'diary', 'macro', 'percentage', 'net', 'calculate']",meal,calorie,food,macronutrients,josmantek,diary,macro,percentage,net,calculate
400,Chess at ICC,com.chessclub.android,"Join our vibrant community of players, ranging from beginners to Grandmasters - all ready for you to watch, play or learn from, 24 hours a day
Founded in 1995 we're the longest running online chess site in the world
Get now this app, register your username and get a 1-month free trial
'Chess at ICC' offers:
Online play
* Play: Seek/offer match rated and unrated. You can also view seeks posted by other users. Can sort seek list by username, rating or game time. Options to filter the seek list.
* Chat in the lobby and other propular channels, or chat with Friends
* Friends: add your friends to the app and you can challenge them, chat, observe etc
* Observe top games on ICC and sort by category, showing only rating categories you are interested in observing.
* Events: Participate in a number of official events on ICC. Events include watching top relayed tournaments from around the world, playing in the pristine rating pools, playing TrainingBot and ProblemBot games, and more
* History: view your played games and send them by email
* Account section to administer your ICC account
* Takeback, draw, abort, resign and rematch options when playing
* Fully functional console, for more control on the playing server
* Timestamp to avoid lag problems
* Confirm move feature to help avoid mouse-slips. Forward and Backward buttons are converted on Confirm/Cancel buttons
Play against the computer
* Selectable ELO Levels to adjust playing strength, from 500 to 2100, on 50 ELO points steps
* Selectable time per move: changing the ELO and the time per move, lots of difficulty levels can be selected
* Opening book with more than 30.000 positions: ensures variated funny games
* Can undo/redo all moves
* Send PGN by email: This way, you can analyze later your games on your PC
* Graphical setup board, also can edit position’s FEN notation
* On closing, saves the current game and it is loaded when the application is restarted
Solve chess problems
* 2900+ chess problems to solve looking for the best moves: problems collected by Uwe Auerswald, from Germany
* Selectable problem difficult (Easy, Medium and Hard Problems)
PGN Browser:
* Offline PGN viewer to save and replay your favorite games. Allows you to open PGN files from the SD card or from your email
And with the Best interface
* Clean, simple and intuitive interface (many options appear after pressing the “MENU” key)
* Move by dragging and dropping the piece with useful guide lines
* Ability to select your next piece to move on your opponent's move. To complete the move, tap the destination square when it becomes your move. Useful for speed games.
* Also move by tapping the origin and the destiny squares or with the trackball
* Portrait and Landscape mode
* Shows legal moves
* Highlights last move (with a yellow arrow or a coloured squarem, can be configured with a settings option), also move hints (as a green arrow) after a request in the menu
* Many piece sets and board styles
* Shows a dot on the side to move (the point is of the moving side color) and can show board coordinates
* Shows captured pieces advantage for each one of the sides (as an example if black captured 3 pawns and whites 2, it shows an advantage of 1 white pawn for blacks), also has an option to hide captured pieces
* Speak moves, checks and game results
* Different sounds for moves, captures and checks. Toggle sound off and on, to play discreetly.
* Vibrate phone for moves played
* Option to keep the screen on when playing",['GAME_BOARD'],ANDROID,en,"['move', 'pgn', 'icc', 'piece', 'chess', 'playing', 'elo', 'selectable', 'seek', 'game']",move,pgn,icc,piece,chess,playing,elo,selectable,seek,game
401,Hidden Camera Detector 2019 Spy Camera Detection,com.teamis.hiddencameradetectorspycameradetection,"Hidden Camera Detector easily detect hidden camera and microphones. It allows its users to detect hidden Microphone & microphone just by using an android phone. Hidden Camera Detector app is the solution to privacy protect from spying camera and spy devices. It is free to download and is a great multi option to detect hidden cameras and spy camera microphone. It detect hidden devices easily such as camera, bugs, metal, microphones, glint. you can use this hidden camera detected camera scanner app to detect infrared camera. for detecting infrared camera our app hidden camera detection have option for found infrared spy video camera. detect hidden cameras, hidden glint detector, and hidden microphone detector. this hidden camera detected camera founder protect you from spy hidden camera. finding spy hidden cam and hidden device is now very easy using this hidden camera detection app for detecting hidden camera and detecting spy camera.
Hidden camera detection ir infrared radiation detector and meter start beeping sound when camera detected or mic Hidden cameras detectors app is use to detect hidden bugs or to find spy bugs such camera, bugs, microphones, propane, glint, metal, spy devices. secret camera have place in changing room. some times hidden camera founder start beeping sound on metal b/c metal detection is due magnetic power. during detection hidden camera you can use this apps as hidden camera founder, hidden microphone detector and hidden listening devices detector. some thing the reading of radiation meter of magnetic sensor of your mobile stuck. so shake your phone 4,5 time to scan hidden camera and find spy camera.
Spy camera detector have special tips and tricks for detecting hidden camera or detecting spy camera maybe spy microphones and spy bugs or hidden bug. Read the bathroom tips and tricks may be their is hidden camera in your bathroom so use this hidden camera founders app to scan spy camera. and protect your self from spy camera as anti spy cam. Using this hidden camera detectors you can detect spy camera and detect spy microphones. you can also use hidden camera detection to find hidden camera or find spy camera which is place in hotel rooms, changing room bathroom etc.
Rent home & house have possibility of spy camera so do not be afraid from hidden spy camera and protect your self by using our android hidden camera founder camera detected camera found for finding hidden camera and finding spy camera. emf detectors also works on same phenomena so by this you can detect emf, find emf digital value, finding emf value is possible using this hidden camera founder camera detector and microphone scanner anti spy cam. mike's camera detection, electronic devices, detect magnets, propane detector, transparent spy camera, wiretap detector, spy deice detectors spy video camera detector discover hidden camera
Hidden camera detected camera founder found hidden camera, find hidden camera by radiation meter. this app also detect electromagnetic radiation. radio frequency, glint, rf signal, rf frequency, infrared camera, infrared scan, radiation meter, metal is detected by magnetic detector and this app works on magnetic sensor of your mobile you maybe some thing it detect metal.
spy bugs or invisible bug are placed for spy purpose so you can detect spy bugs, find spy bugs and detect hidden bugs. and protect yourself from spying camera and bugs. Hidden camera detectors detecting hidden camera and scanning spy camera is now very easy using your android mobile.
secret camera founder and secret camera detector is scanning of hidden camera. secret camera detector help to found secret camera hidden camera founder protect your secret privacy by founding hidden bugs and microphones. secret camera detection by radiation sensor meter is advance way of finding spy camera or scanning spy camera. due to metal detection you can use this as body scanner app, scan body for metal, find hidden metal using hidden camera detectors",['TOOLS'],ANDROID,en,"['camera', 'hidden', 'spy', 'detector', 'microphone', 'detect', 'bug', 'founder', 'metal', 'detection']",camera,hidden,spy,detector,microphone,detect,bug,founder,metal,detection
